Brand,Perfume,Gender,Rating Value,Rating Count,Year,Main Accords,Top,Middle,Base,Perfumer1,url
Xerjoff,Irisss Perfume Extract,women,77,6,,"['Powdery', 'Woody', 'Violet', 'Floral', 'Iris']","['Carnation', 'Bergamot', 'Carrot Seeds']","['Iris', 'Violet', 'Ylang-Ylang', 'Rose', 'Jasmine']","['Cedar', 'Benzoin', 'Musk', 'Vetiver', 'Incense']",Chris Maurice,https://www.fragrantica.com/perfume/Xerjoff/Irisss-Perfume-Extract-52162.html
Xerjoff,Richwood Perfume Extract,unisex,83,7,,"['Citrus', 'Woody', 'Powdery', 'Musky', 'Patchouli']","['Tangerine', 'Bergamot', 'Grapefruit']","['Damask Rose', 'Black Currant']","['Sandalwood', 'Patchouli', 'Labdanum', 'Vanilla', 'Musk']",Chris Maurice,https://www.fragrantica.com/perfume/Xerjoff/Richwood-Perfume-Extract-52163.html
Xerjoff,XXY Perfume Extract,unisex,53,9,,"['Woody', 'Powdery', 'Vanilla', 'Citrus', 'Fresh Spicy']","['Bergamot', 'Grapefruit', 'Peach']","['Ylang-Ylang', 'Jasmine', 'Iris', 'Black Pepper']","['Vanilla', 'Patchouli', 'Sandalwood', 'Vetiver', 'Labdanum', 'Musk']",Chris Maurice,https://www.fragrantica.com/perfume/Xerjoff/XXY-Perfume-Extract-52164.html
Xerjoff,XJ 1861 Decas,unisex,81,740,2021.0,"['Amber', 'Citrus', 'Vanilla', 'Balsamic', 'Sweet']","['Calabrian Mandarin', 'Tuberose', 'Tobacco']","['Benzoin', 'Opoponax', 'Italian Orris Root']","['Resin', 'Bourbon Vanilla', 'Musk']",Chris Maurice,https://www.fragrantica.com/perfume/Xerjoff/XJ-1861-Decas-66198.html
Xerjoff,XJ 1861 Naxos,unisex,90,"9,969",2015.0,"['Sweet', 'Vanilla', 'Honey', 'Tobacco', 'Lavender']","['Lavender', 'Bergamot', 'Lemon']","['Honey', 'Cinnamon', 'Cashmeran', 'Jasmine Sambac']","['Tobacco Leaf', 'Vanilla', 'Tonka Bean']",,https://www.fragrantica.com/perfume/Xerjoff/XJ-1861-Naxos-30529.html
Xerjoff,XJ 1861 Renaissance,unisex,86,"2,973",2011.0,"['Citrus', 'Green', 'Aromatic', 'Fresh Spicy', 'Woody']","['Amalfi Lemon', 'Tangerine', 'Bergamot', 'Petitgrain']","['Mint', 'Lily-Of-The-Valley', 'Rose']","['Musk', 'Virginia Cedar', 'Amber', 'Patchouli']",,https://www.fragrantica.com/perfume/Xerjoff/XJ-1861-Renaissance-12126.html
Xerjoff,XJ 1861 Zefiro,unisex,85,"1,372",2015.0,"['Warm Spicy', 'Aromatic', 'Amber', 'Woody', 'Balsamic']","['Elemi Resin', 'White Wine', 'Artemisia', 'Bergamot']","['Cardamom', 'Cinnamon', 'Carnation', 'Iris']","['Incense', 'Woodsy Notes', 'Amber', 'Honey']",Mathieu Nardin,https://www.fragrantica.com/perfume/Xerjoff/XJ-1861-Zefiro-30530.html
Yves Rocher,8e Jour,women,83,607,1993.0,"['Sweet', 'Warm Spicy', 'Cinnamon', 'Honey', 'Amber']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/8e-Jour-8857.html
Yves Rocher,Altika,men,75,103,2006.0,"['Green', 'Woody', 'Aromatic', 'Fresh Spicy', 'Powdery']",[],[],[],Annick Menardo,https://www.fragrantica.com/perfume/Yves-Rocher/Altika-9456.html
Yves Rocher,Antartic,men,80,132,1990.0,"['Aromatic', 'Fresh Spicy', 'Citrus', 'Woody', 'Green']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Antartic-4365.html
Yves Rocher,Aquarelles Vegetales Eau Fruitee pour L Ete,women,77,246,2010.0,"['Citrus', 'Floral', 'Sweet', 'Fruity']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Aquarelles-Vegetales-Eau-Fruitee-pour-L-Ete-8744.html
Yves Rocher,Aztek,men,80,127,1993.0,"['Fresh Spicy', 'Aromatic', 'Warm Spicy', 'Woody', 'Vanilla']","['Lavender', 'Artemisia', 'Bergamot', 'Tarragon']","['Caraway', 'Rose', 'Clove', 'Pepper']","['Sandalwood', 'Tonka Bean', 'Vanille']",,https://www.fragrantica.com/perfume/Yves-Rocher/Aztek-9985.html
Yves Rocher,Babiflore,unisex,53,3,1986.0,"['Floral', 'Almond', 'Nutty', 'Fruity', 'Sweet']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Babiflore-40831.html
Yves Rocher,Babinours,unisex,85,20,1990.0,"['Citrus', 'White Floral', 'Vanilla', 'Woody', 'Powdery']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Babinours-40834.html
Yves Rocher,Bleu Vegetal,women,71,119,2015.0,"['White Floral', 'Citrus', 'Fresh Spicy', 'Floral', 'Aromatic']",[],[],[],Annick Menardo,https://www.fragrantica.com/perfume/Yves-Rocher/Bleu-Vegetal-32731.html
Yves Rocher,Cantate,women,81,563,1995.0,"['Warm Spicy', 'Woody', 'Vanilla', 'Cinnamon', 'Rose']","['Tincture Of Rose', 'Iris', 'Jasmine']","['Cinnamon', 'Spices', 'Osmanthus']","['Sandalwood', 'Tonka Bean', 'Vanille', 'Virginia Cedar']",,https://www.fragrantica.com/perfume/Yves-Rocher/Cantate-7900.html
Yves Rocher,Chevrefeuille,women,80,281,1976.0,"['White Floral', 'Citrus', 'Fruity', 'Woody', 'Amber']","['Amalfi Lemon', 'Orange']","['Honeysuckle', 'Jasmine']","['Virginia Cedar', 'Myrhh']",,https://www.fragrantica.com/perfume/Yves-Rocher/Chevrefeuille-9908.html
Yves Rocher,Clea,women,76,796,1980.0,"['White Floral', 'Woody', 'Yellow Floral', 'Amber', 'Rose']",[],[],[],Francoise Caron,https://www.fragrantica.com/perfume/Yves-Rocher/Clea-4907.html
Yves Rocher,Coeur de Nature,women,71,20,,"['Green', 'Floral']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Coeur-de-Nature-40835.html
Yves Rocher,Collection Ete,women,76,249,2014.0,"['Citrus', 'Woody', 'White Floral']","['Mandarin Orange', 'Lemon', 'Bergamot']",[],[],Francis Kurkdjian,https://www.fragrantica.com/perfume/Yves-Rocher/Collection-Ete-24723.html
Yves Rocher,Collection Ete 2017,women,70,145,2017.0,"['Fruity', 'Citrus', 'Green', 'Fresh Spicy', 'Sweet']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Collection-Ete-2017-44910.html
Yves Rocher,Desir de Nature,women,67,"1,029",1981.0,"['White Floral', 'Aromatic', 'Green', 'Mossy', 'Fresh Spicy']","['Mint', 'Mandarin Orange']",[],"['Oakmoss', 'Juniper']",,https://www.fragrantica.com/perfume/Yves-Rocher/Desir-de-Nature-3388.html
Yves Rocher,Diamella,women,84,131,1984.0,"['Woody', 'Mossy', 'Floral', 'Earthy', 'Aldehydic']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Diamella-9174.html
Yves Rocher,Eau de Juillet,women,78,11,1989.0,"['Citrus', 'Floral', 'Green']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Eau-de-Juillet-27274.html
Yves Rocher,Eau de Lavande,unisex,82,8,,"['Lavender', 'Aromatic', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Eau-de-Lavande-39410.html
Yves Rocher,Eau De Vetyver,men,80,9,1982.0,"['Woody', 'Aromatic', 'Earthy']",[],[],[],Raymond Chaillan,https://www.fragrantica.com/perfume/Yves-Rocher/Eau-De-Vetyver-47858.html
Yves Rocher,Eau Fraiche Cedrat,women,82,17,,"['Citrus', 'White Floral', 'Sweet']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Eau-Fraiche-Cedrat-34740.html
Yves Rocher,Eglantine,women,73,14,1979.0,"['Floral', 'Green', 'Citrus', 'Fresh']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Eglantine-27246.html
Yves Rocher,En Avril Un Soir,women,85,93,1976.0,"['Woody', 'White Floral', 'Floral', 'Aldehydic', 'Powdery']","['Aldehydes', 'Ylang-Ylang', 'African Orange Flower', 'Bergamot']","['Jasmine', 'Rose', 'Freesia']","['Oak Moss', 'Sandalwood', 'Iris', 'Musk', 'Virginia Cedar', 'Patchouli']",,https://www.fragrantica.com/perfume/Yves-Rocher/En-Avril-Un-Soir-13615.html
Yves Rocher,Eryo,men,80,167,2002.0,"['Warm Spicy', 'Aromatic', 'Vanilla', 'Fresh Spicy', 'Woody']","['Bergamot', 'Mint']",[],"['Vanille', 'Benzoin', 'Ginger', 'Patchouli']",,https://www.fragrantica.com/perfume/Yves-Rocher/Eryo-9454.html
Yves Rocher,Eryo Blue,men,76,51,2004.0,"['Green', 'Aromatic', 'Woody', 'Fresh Spicy', 'Citrus']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Eryo-Blue-9455.html
Yves Rocher,Fleur de The,women,82,31,1998.0,"['Green', 'Floral']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Fleur-de-The-38282.html
Yves Rocher,Fleur Tendre,women,73,73,2008.0,"['Almond', 'Floral', 'Musky', 'Sweet', 'Nutty']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Fleur-Tendre-27247.html
Yves Rocher,Fleureter,women,60,2,1976.0,"['Musky', 'Floral', 'Woody', 'Powdery']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Fleureter-40832.html
Yves Rocher,Fleurs des Sentiers,unisex,75,80,2023.0,"['Floral', 'Herbal', 'Aromatic', 'Rose', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Fleurs-des-Sentiers-82143.html
Yves Rocher,Flowers in the City,women,72,50,2022.0,"['Citrus', 'Rose', 'Fresh Spicy', 'Floral', 'Aromatic']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Flowers-in-the-City-74110.html
Yves Rocher,Frisson d Eau,unisex,20,1,1982.0,[],[],[],[],Raymond Chaillan,https://www.fragrantica.com/perfume/Yves-Rocher/Frisson-d-Eau-47857.html
Yves Rocher,Fruit de Noel,women,72,132,2011.0,"['Citrus', 'Almond', 'Sweet', 'Fruity', 'Nutty']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Fruit-de-Noel-13692.html
Yves Rocher,Fruits de Noel Orange Amande,women,79,83,2010.0,"['Citrus', 'Sweet', 'Almond', 'Fruity', 'Nutty']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Fruits-de-Noel-Orange-Amande-10497.html
Yves Rocher,Fruits de Noel Orange Chocolat,women,79,164,2010.0,"['Citrus', 'Cacao', 'Warm Spicy', 'Sweet', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Fruits-de-Noel-Orange-Chocolat-10498.html
Yves Rocher,Fruits Noirs Blackberries,women,68,115,2014.0,"['Fruity', 'Sweet', 'Violet']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Fruits-Noirs-Blackberries-28574.html
Yves Rocher,Gaelle,women,70,4,1978.0,"['Citrus', 'Aromatic', 'White Floral', 'Herbal', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Gaelle-33162.html
Yves Rocher,Green Summer,women,76,252,2009.0,"['Fruity', 'Sweet', 'Citrus', 'Floral', 'Tropical']","['Mango', 'Clementine', 'Orange', 'Lime']","['Nectarine', 'Cyclamen', 'Hibiscus', 'Freesia']","['Raspberry', 'Musk', 'Lime (Linden Blossom)']",,https://www.fragrantica.com/perfume/Yves-Rocher/Green-Summer-6059.html
Yves Rocher,Hello Printemps,unisex,76,222,2020.0,"['Green', 'Aromatic', 'Fruity', 'Fresh', 'Woody']","['Cassis', 'Citruses']","['Palmarosa', 'Ginger']","['Rhubarb', 'Cedar']",,https://www.fragrantica.com/perfume/Yves-Rocher/Hello-Printemps-60442.html
Yves Rocher,Homme Nature,men,79,457,1999.0,"['Green', 'Aromatic', 'Ozonic', 'Woody', 'Fresh Spicy']","['Cucumber', 'Bergamot']","['Ivy', 'Mint', 'Carnation']","['Sage', 'Oakmoss', 'Sandalwood']",,https://www.fragrantica.com/perfume/Yves-Rocher/Homme-Nature-3389.html
Yves Rocher,Ispahan,women,79,"2,184",1977.0,"['Yellow Floral', 'Amber', 'Vanilla', 'Fresh Spicy', 'Sweet']","['Bergamot', 'Mandarin Orange', 'Aldehydes', 'Fruity Notes']","['Ylang-Ylang', 'Mimosa', 'Rose', 'Jasmine', 'Lily-Of-The-Valley', 'Clove', 'Cinnamon']","['Nutmeg', 'Benzoin', 'Vanilla', 'Tonka Bean', 'Frankincense', 'Patchouli', 'Sandalwood', 'Tolu Balsam', 'Amber', 'Musk']",Maurice Roucel,https://www.fragrantica.com/perfume/Yves-Rocher/Ispahan-4421.html
Yves Rocher,Ispahan Parfum,women,90,26,1977.0,"['Vanilla', 'Fresh Spicy', 'Rose', 'Citrus', 'Amber']","['Bergamot', 'Mandarin Orange']","['Rose', 'Ylang-Ylang', 'Jasmine', 'Mimosa', 'Lily-Of-The-Valley']","['Nutmeg', 'Benzoin', 'Vanilla', 'Tonka Bean']",Maurice Roucel,https://www.fragrantica.com/perfume/Yves-Rocher/Ispahan-Parfum-78602.html
Yves Rocher,Jardin des Nymphes,women,75,441,2011.0,"['Aquatic', 'Floral', 'Fresh']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Jardin-des-Nymphes-12217.html
Yves Rocher,Lavande,unisex,80,10,1998.0,"['Lavender', 'Aromatic', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Lavande-40552.html
Yves Rocher,Magnolia,women,78,"1,304",1983.0,"['White Floral', 'Floral', 'Woody', 'Citrus', 'Mossy']","['Magnolia', 'Apple']","['Lily', 'Gardenia', 'Tuberose', 'Jasmine']","['Oakmoss', 'Cedar', 'Musk', 'Sandalwood', 'Patchouli', 'Vanilla']",,https://www.fragrantica.com/perfume/Yves-Rocher/Magnolia-935.html
Yves Rocher,Mauves Cristallisees,women,76,189,2012.0,"['Almond', 'Musky', 'Floral', 'Sweet', 'Nutty']",[],"['Rose Mallow', 'Rose']","['Tonka Bean', 'White Musk']",,https://www.fragrantica.com/perfume/Yves-Rocher/Mauves-Cristallisees-16874.html
Yves Rocher,Milrose,women,79,120,1985.0,"['Rose', 'Aldehydic', 'Fresh', 'Floral', 'Soapy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Milrose-9176.html
Yves Rocher,Moment de Bonheur,women,71,"3,494",2011.0,"['Rose', 'Green', 'Fresh Spicy', 'Woody', 'Aromatic']","['Green Notes', 'Geranium']",[],"['Virginia Cedar', 'Patchouli']",Annick Menardo,https://www.fragrantica.com/perfume/Yves-Rocher/Moment-de-Bonheur-13041.html
Yves Rocher,Moment de Bonheur L Eau,women,74,883,2014.0,"['Fruity', 'Fresh', 'Rose', 'Green', 'Woody']",[],[],[],Annick Menardo,https://www.fragrantica.com/perfume/Yves-Rocher/Moment-de-Bonheur-L-Eau-23334.html
Yves Rocher,Muguet des Bois,unisex,80,40,1998.0,"['White Floral', 'Fresh', 'Green', 'Soapy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Muguet-des-Bois-40551.html
Yves Rocher,My Green Summer,unisex,74,113,2019.0,"['Citrus', 'Aromatic', 'Green', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/My-Green-Summer-55803.html
Yves Rocher,My Kiwi Kiss,unisex,73,103,2021.0,"['Citrus', 'Warm Spicy', 'Fresh']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/My-Kiwi-Kiss-67140.html
Yves Rocher,My Shiny Vanilla,women,79,147,2022.0,"['Vanilla', 'Powdery', 'Woody', 'Balsamic', 'Warm Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/My-Shiny-Vanilla-76585.html
Yves Rocher,My Vanilla Garden,unisex,76,195,2021.0,"['Vanilla', 'Citrus', 'Sweet', 'Fruity', 'Powdery']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/My-Vanilla-Garden-70190.html
Yves Rocher,Nature,women,75,877,1993.0,"['White Floral', 'Green', 'Floral', 'Mossy', 'Fresh']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Nature-7901.html
Yves Rocher,Nature Millenaire,women,87,847,2000.0,"['Woody', 'Amber', 'Powdery', 'Warm Spicy', 'Iris']",[],[],[],Olivier Cresp,https://www.fragrantica.com/perfume/Yves-Rocher/Nature-Millenaire-9831.html
Yves Rocher,Nature Millenaire pour Homme,men,87,107,2000.0,"['Warm Spicy', 'Amber', 'Aromatic', 'Cinnamon', 'Woody']",[],[],[],Christophe Raynaud,https://www.fragrantica.com/perfume/Yves-Rocher/Nature-Millenaire-pour-Homme-4364.html
Yves Rocher,Naturelle,women,74,"3,931",2008.0,"['Citrus', 'Aromatic', 'Fruity', 'Fresh Spicy', 'Fresh']","['Lemon', 'Green Apple', 'Bergamot', 'Tagetes']","['Peach Blossom', 'Jasmine']","['Cedar', 'Musk', 'Amber']",,https://www.fragrantica.com/perfume/Yves-Rocher/Naturelle-3116.html
Yves Rocher,Naturelle Osmanthus,women,73,831,2015.0,"['Floral', 'Citrus', 'Fruity', 'White Floral', 'Woody']",[],"['Osmanthus', 'Jasmine']",[],Michel Girard,https://www.fragrantica.com/perfume/Yves-Rocher/Naturelle-Osmanthus-30157.html
Yves Rocher,No 1,women,20,1,,"['Floral', 'Amber', 'Green']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/No-1-40833.html
Yves Rocher,Nuit d Orchidee,women,83,576,1990.0,"['Floral', 'Sweet', 'Powdery', 'Lactonic']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Nuit-d-Orchidee-5511.html
Yves Rocher,Nuit Vanille,women,80,354,2018.0,"['Vanilla', 'Caramel', 'Sweet', 'Woody', 'Powdery']",[],"['Orange Blossom', 'Rose', 'Jasmine']","['Vanilla', 'Caramel', 'Cedar', 'Cloves']",,https://www.fragrantica.com/perfume/Yves-Rocher/Nuit-Vanille-51854.html
Yves Rocher,Orchidee,women,80,647,1988.0,"['Floral', 'Fresh Spicy', 'Vanilla', 'Green', 'Warm Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Orchidee-4918.html
Yves Rocher,Philtre Ensorcelant,women,82,16,2006.0,"['Fruity', 'Sweet']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Philtre-Ensorcelant-15659.html
Yves Rocher,Pivoine,women,77,615,1993.0,"['Floral', 'Fresh', 'Rose']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Pivoine-9175.html
Yves Rocher,Pomme d Api,women,74,145,1990.0,"['Fruity', 'Fresh', 'Green']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Pomme-d-Api-15674.html
Yves Rocher,Pomme de Reinette Mon Eau Fraiche,women,78,80,2000.0,"['Fruity', 'Sweet', 'Fresh', 'Green']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Pomme-de-Reinette-Mon-Eau-Fraiche-15284.html
Yves Rocher,Pop Exotic,women,69,132,2016.0,"['Fruity', 'Sweet', 'Tropical', 'Floral']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Pop-Exotic-37193.html
Yves Rocher,Retropical,women,72,332,2013.0,"['Citrus', 'Sand', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Retropical-18182.html
Yves Rocher,Rose Ispahan,women,85,493,1996.0,"['Vanilla', 'Rose', 'Warm Spicy', 'Powdery', 'Amber']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Rose-Ispahan-8856.html
Yves Rocher,Salsa,women,75,66,2001.0,"['Fruity', 'Woody', 'Floral', 'White Floral', 'Powdery']","['Litchi', 'Fig']","['Freesia', 'Jasmine', 'Neroli']","['Sandalwood', 'Beeswax', 'Vanilla', 'Musk']",,https://www.fragrantica.com/perfume/Yves-Rocher/Salsa-14788.html
Yves Rocher,Samarkande,men,86,139,1990.0,"['Fresh Spicy', 'Woody', 'Aromatic', 'Warm Spicy', 'Lavender']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Samarkande-10170.html
Yves Rocher,Shafali Fleur Rare,women,81,782,1996.0,"['White Floral', 'Amber', 'Floral', 'Vanilla', 'Balsamic']","['Floral Notes', 'Citruses']","['White Flowers', 'Jasmine']","['Resin', 'Vanille']",,https://www.fragrantica.com/perfume/Yves-Rocher/Shafali-Fleur-Rare-8858.html
Yves Rocher,Tel Quel,men,85,70,1995.0,"['Woody', 'Fresh Spicy', 'Powdery', 'Vanilla', 'Amber']","['Tea', 'Neroli']","['Nutmeg', 'Coriander']","['Amber', 'Vanille', 'Sandalwood', 'Virginia Cedar']",,https://www.fragrantica.com/perfume/Yves-Rocher/Tel-Quel-10515.html
Yves Rocher,Temps Frais,unisex,82,11,,"['Woody', 'Aromatic', 'Camphor', 'Fresh Spicy', 'Citrus']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Temps-Frais-33163.html
Yves Rocher,Tradition Eau de Cologne Naturelle,unisex,50,2,,['Citrus'],[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Tradition-Eau-de-Cologne-Naturelle-33164.html
Yves Rocher,Transat,men,76,261,2005.0,"['Aromatic', 'Woody', 'Marine', 'Fresh Spicy', 'Salty']",[],[],"['Woodsy Notes', 'Amber']",,https://www.fragrantica.com/perfume/Yves-Rocher/Transat-9457.html
Yves Rocher,Trimaran 1986,men,82,80,1986.0,"['Citrus', 'Woody', 'Aromatic', 'Fresh Spicy', 'Powdery']","['Amalfi Lemon', 'Grapefruit', 'Bergamot', 'Mandarin Orange']","['Nutmeg', 'Coriander']","['Sandalwood', 'Virginia Cedar']",,https://www.fragrantica.com/perfume/Yves-Rocher/Trimaran-1986-9984.html
Yves Rocher,Venice,women,85,984,1986.0,"['Woody', 'Powdery', 'Vanilla', 'Amber', 'Warm Spicy']","['Bergamot', 'Palisander Rosewood', 'Peach', 'Green Notes', 'Lemon']","['Rose', 'Jasmine', 'Orris', 'Patchouli', 'Carnation', 'Ylang-Ylang']","['Sandalwood', 'Vanilla', 'Oak Moss', 'Musk', 'Amber', 'Benzoin', 'Opoponax', 'Civet']",Max Gavarry,https://www.fragrantica.com/perfume/Yves-Rocher/Venice-1818.html
Yves Rocher,Vert Envolee,women,78,172,2023.0,"['Citrus', 'Green', 'Rose', 'Fresh Spicy', 'Musky']","['Bergamot', 'Lemon']","['Black Tea', 'Green Accord', 'Rose']",[],Sophie Labbé,https://www.fragrantica.com/perfume/Yves-Rocher/Vert-Envolee-82009.html
Yves Rocher,Vie Privee,women,81,522,1989.0,"['Floral', 'Yellow Floral', 'Green', 'Iris', 'Rose']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Vie-Privee-10017.html
Yves Rocher,Yria,women,74,"2,009",2001.0,"['Citrus', 'White Floral', 'Amber', 'Woody', 'Aromatic']","['Mandarin Orange', 'Coriander', 'Bergamot']","['Jasmine', 'Gardenia', 'Rose', 'Magnolia', 'Lily-Of-The-Valley']","['Amber', 'Sandalwood', 'Tonka Bean', 'Vanilla', 'Patchouli']",Laurent Bruyere,https://www.fragrantica.com/perfume/Yves-Rocher/Yria-4016.html
Yves Rocher,Yria Elixir de Parfum,women,81,58,,"['White Floral', 'Amber', 'Citrus', 'Aromatic', 'Woody']","['Bergamot', 'Coriander']","['Jasmine', 'Rose']","['Amber', 'Tonka Bean', 'Sandalwood']",,https://www.fragrantica.com/perfume/Yves-Rocher/Yria-Elixir-de-Parfum-32732.html
Yves Rocher,Amande Fleur d Oranger,women,77,43,2019.0,"['White Floral', 'Almond', 'Sweet', 'Citrus', 'Nutty']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Amande-Fleur-d-Oranger-67327.html
Yves Rocher,Framboise Menthe Poivree,men,79,97,2019.0,"['Fruity', 'Sweet', 'Green', 'Aromatic', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Framboise-Menthe-Poivree-67328.html
Yves Rocher,Lavandin Mure,women,77,49,2019.0,[],[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Lavandin-Mure-67329.html
Yves Rocher,Mangue Coriandre,women,82,134,2019.0,"['Tropical', 'Fruity', 'Sweet', 'Terpenic']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Mangue-Coriandre-67330.html
Yves Rocher,Noix de Coco,women,78,171,2019.0,"['Coconut', 'Sweet', 'Lactonic', 'Tropical', 'Vanilla']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Noix-de-Coco-67331.html
Yves Rocher,Olive Petit Grain,women,78,51,2019.0,"['Aromatic', 'Bitter', 'Citrus']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Olive-Petit-Grain-67332.html
Yves Rocher,Peche Anis Etoile,women,81,80,2019.0,"['Fruity', 'Sweet', 'Powdery']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Peche-Anis-Etoile-67333.html
Yves Rocher,Vanille Bourbon,women,80,179,2019.0,"['Vanilla', 'Powdery', 'Sweet']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Vanille-Bourbon-67334.html
Yves Rocher,Cap Nature Feeries Lactees,women,84,29,1995.0,"['Vanilla', 'Coconut', 'Lactonic', 'Sweet', 'Tropical']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Cap-Nature-Feeries-Lactees-9279.html
Yves Rocher,Cap Nature Fruit Rouge,women,83,92,1995.0,"['Fruity', 'Sweet', 'Fresh', 'Sour']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Cap-Nature-Fruit-Rouge-9276.html
Yves Rocher,Cap Nature Noix de Coco,women,83,87,1995.0,"['Vanilla', 'Coconut', 'Sweet', 'Lactonic', 'Powdery']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Cap-Nature-Noix-de-Coco-9473.html
Yves Rocher,Cap Nature Pamplemousse,women,64,44,1995.0,"['Citrus', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Cap-Nature-Pamplemousse-9277.html
Yves Rocher,Cap Nature Sensations Boisees,women,80,13,1995.0,['Woody'],[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Cap-Nature-Sensations-Boisees-10173.html
Yves Rocher,Cap Nature Vanille,women,80,178,1995.0,"['Vanilla', 'Powdery', 'Sweet']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Cap-Nature-Vanille-9278.html
Yves Rocher,Baies des Merveilles,women,70,125,2017.0,"['Citrus', 'Fruity', 'Fresh Spicy', 'Aromatic', 'Green']","['Orange', 'Lemon']",[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Baies-des-Merveilles-48011.html
Yves Rocher,Vanille Blanche,unisex,80,187,2017.0,"['Vanilla', 'Citrus', 'Aromatic', 'Sweet', 'Powdery']","['Orange', 'Lemon']",[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Vanille-Blanche-48010.html
Yves Rocher,Fleur d Oranger Lavande Petit Grain,women,79,484,2016.0,"['White Floral', 'Citrus', 'Lavender', 'Aromatic', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Yves-Rocher/Fleur-d-Oranger-Lavande-Petit-Grain-37854.html
