Brand,Perfume,Gender,Rating Value,Rating Count,Year,Main Accords,Top,Middle,Base,Perfumer1,url
Afnan,9am,women,75,174,,"['Citrus', 'Musky', 'Woody', 'Aromatic', 'Warm Spicy']","['Lemon', 'Mandarin Orange', 'Cardamom', 'Pink Pepper']","['Lavender', 'Green Apple', 'Orange Blossom', 'Rose']","['Musk', 'Moss', 'Cedar', 'Patchouli']",,https://www.fragrantica.com/perfume/Afnan/9am-70706.html
Afnan,9am Dive,unisex,86,842,2022.0,"['Fruity', 'Woody', 'Green', 'Warm Spicy', 'Aromatic']","['Lemon', 'Mint', 'Black Currant', 'Pink Pepper']","['Apple', 'Incense', 'Cedar']","['Ginger', 'Sandalwood', 'Patchouli', 'Jasmine']",,https://www.fragrantica.com/perfume/Afnan/9am-Dive-78611.html
Afnan,9am pour Femme,women,80,68,2022.0,"['Fruity', 'Musky', 'Amber', 'Citrus', 'Powdery']","['Mandarin Orange', 'Grapefruit', 'Bergamot']","['Raspberry', 'Black Currant']","['Musk', 'Amber', 'Orange']",,https://www.fragrantica.com/perfume/Afnan/9am-pour-Femme-78541.html
Afnan,9pm,men,90,"6,865",2020.0,"['Vanilla', 'Amber', 'Warm Spicy', 'Cinnamon', 'Sweet']","['Apple', 'Cinnamon', 'Wild Lavender', 'Bergamot']","['Orange Blossom', 'Lily-Of-The-Valley']","['Vanilla', 'Tonka Bean', 'Amber', 'Patchouli']",,https://www.fragrantica.com/perfume/Afnan/9pm-65414.html
Afnan,9pm pour Femme,women,70,63,2022.0,"['Woody', 'Aromatic', 'Rose', 'Fruity', 'Powdery']","['Raspberry', 'Violet', 'Apple', 'Orange']","['Rose', 'Iris', 'Peony', 'Jasmine']","['Cypress', 'Pine', 'Cedar', 'Amber']",,https://www.fragrantica.com/perfume/Afnan/9pm-pour-Femme-78544.html
Afnan,Naseej Al Kiswah,unisex,67,3,2021.0,"['Woody', 'Amber', 'Leather', 'Oud', 'Patchouli']","['Patchouli', 'Tonka Bean', 'Amber']","['Woodsy Notes', 'Cedar']","['Amber', 'Leather', 'Agarwood (Oud)']",,https://www.fragrantica.com/perfume/Afnan/Naseej-Al-Kiswah-78627.html
Afnan,Naseej Al Oud,unisex,90,4,2021.0,"['Oud', 'Leather', 'Woody', 'Amber', 'Soft Spicy']","['Agarwood (Oud)', 'Pink Pepper', 'Bergamot', 'Saffron']","['Woodsy Notes', 'Rose', 'Jasmine', 'Orris']","['Agarwood (Oud)', 'Leather', 'Amber']",,https://www.fragrantica.com/perfume/Afnan/Naseej-Al-Oud-78623.html
Afnan,Naseej Al Ward,unisex,73,3,2021.0,"['Rose', 'Oud', 'Fruity', 'Musky', 'Sweet']","['Rose', 'Raspberry', 'Saffron']","['Agarwood (Oud)', 'Patchouli']","['Rose', 'Musk', 'Cedar']",,https://www.fragrantica.com/perfume/Afnan/Naseej-Al-Ward-78624.html
Afnan,Naseej Al Zafaran,unisex,92,5,2021.0,"['Warm Spicy', 'Metallic', 'Leather', 'Fresh Spicy', 'Woody']","['Saffron', 'Black Pepper', 'Cardamom']","['Cedar', 'Agarwood (Oud)', 'Rose']","['Vetiver', 'Sweet Notes']",,https://www.fragrantica.com/perfume/Afnan/Naseej-Al-Zafaran-78625.html
Afnan,Afzal Abeer,women,,,,[],[],[],[],,https://www.fragrantica.com/perfume/Afnan/Afzal-Abeer-27378.html
Al Haramain Perfumes,Black Oudh,unisex,82,113,,"['Woody', 'Powdery', 'Musky', 'Amber', 'Patchouli']",[],"['Cedar', 'Herbal Notes']","['Amber', 'Patchouli', 'Vanilla']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Black-Oudh-36596.html
Al Haramain Perfumes,Black Stone,unisex,78,25,,"['White Floral', 'Musky', 'Tuberose', 'Green', 'Fresh']","['Agarwood (Oud)', 'Labdanum', 'Pine Tree Needles']","['Lily-Of-The-Valley', 'Tuberose', 'Jasmine']",[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Black-Stone-48231.html
Al Haramain Perfumes,Bloom,women,75,55,,"['Oud', 'Musky', 'Rose', 'Floral', 'Powdery']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Bloom-19864.html
Al Haramain Perfumes,Blue Sugar,unisex,90,4,2016.0,"['Sweet', 'Vanilla', 'Citrus', 'Coconut', 'Lactonic']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Blue-Sugar-42717.html
Al Haramain Perfumes,Dhahab,unisex,88,88,,"['Caramel', 'Vanilla', 'Sweet', 'Citrus', 'Powdery']","['Orange', 'Bergamot']","['Caramel', 'Cedar']","['Vanilla', 'Musk']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Dhahab-53174.html
Al Haramain Perfumes,Dubai Tower,unisex,72,10,,"['Vanilla', 'Oud', 'Rose', 'Woody', 'Powdery']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Dubai-Tower-26555.html
Al Haramain Perfumes,Ehsas,unisex,62,28,,"['Woody', 'Musky', 'Amber', 'White Floral', 'Powdery']","['Musk', 'Ambergris', 'Woody Notes', 'Rose', 'White Flowers', 'Citruses', 'Spicy Notes']","['Musk', 'Ambergris', 'Woody Notes', 'Aldehydes', 'Lily-Of-The-Valley', 'Sea Notes', 'Geranium', 'Artemisia']","['Musk', 'Ambergris', 'Rose', 'Sandalwood', 'Tonka Bean', 'Moss', 'Guaiac Wood']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Ehsas-26542.html
Al Haramain Perfumes,Entourage Rouge,unisex,78,16,,"['Woody', 'Fresh Spicy', 'Aromatic', 'Earthy', 'Mossy']","['Geranium', 'Bergamot']","['Tea', 'Smoke', 'Nutmeg']","['Moss', 'Vetiver', 'Patchouli', 'Cedar']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Entourage-Rouge-39348.html
Al Haramain Perfumes,Etoiles Silver,men,73,20,2022.0,"['Fresh Spicy', 'Woody', 'Citrus', 'Aromatic', 'Aquatic']","['Bergamot', 'Water Notes', 'Clary Sage', 'Green Apple']","['Nutmeg', 'Geranium', 'Lavender', 'Orange Blossom']","['Cedar', 'Moss', 'Ambergris', 'Musk']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Etoiles-Silver-78609.html
Al Haramain Perfumes,Friday,unisex,73,20,,"['Citrus', 'Floral', 'Amber', 'Lavender', 'Warm Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Friday-19809.html
Al Haramain Perfumes,Haneen,unisex,79,115,,"['Rose', 'Oud', 'Powdery', 'Woody', 'Amber']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Haneen-19810.html
Al Haramain Perfumes,Haramain Detour Eco,unisex,93,43,,"['Lavender', 'Citrus', 'Fresh Spicy', 'Aromatic', 'Oud']","['Lavender', 'Bergamot', 'Clary Sage']","['Saffron', 'Praline']","['Agarwood', 'Cedar']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Haramain-Detour-Eco-92657.html
Al Haramain Perfumes,Haramain Dubai,unisex,70,4,,[],[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Haramain-Dubai-53268.html
Al Haramain Perfumes,Haramain Oud Cambodi,unisex,76,23,,"['Musky', 'Powdery', 'Woody', 'Vanilla', 'Aromatic']","['Amyris', 'Ginger', 'Leather', 'Precious Woods']","['Sandalwood', 'Agarwood (Oud)', 'Guaiac Wood', 'Patchouli', 'Cedar']","['White Musk', 'Vanilla', 'Benzoin', 'Amber', 'Incense', 'Myrhh']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Haramain-Oud-Cambodi-53255.html
Al Haramain Perfumes,Khulasat Al Oudh,men,85,168,,"['Smoky', 'Leather', 'Amber', 'Woody', 'Animalic']","['Sweet Notes', 'Rose', 'Sea Notes']","['Leather', 'Smoke', 'Citruses', 'Woodsy Notes']","['Resins', 'Amber', 'Musk', 'Labdanum']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Khulasat-Al-Oudh-53250.html
Al Haramain Perfumes,Lailati,unisex,76,41,,"['Floral', 'Aromatic', 'Woody', 'Fresh Spicy', 'Rose']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Lailati-19811.html
Al Haramain Perfumes,Mumtaz,unisex,77,40,,"['Woody', 'Aromatic', 'Amber', 'Fresh Spicy', 'Powdery']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Mumtaz-19816.html
Al Haramain Perfumes,Musk,women,80,105,,"['Musky', 'Floral', 'Powdery', 'Fruity', 'Green']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Musk-19953.html
Al Haramain Perfumes,Musk Al Ghazal Eau de Parfum,unisex,73,12,,"['Musky', 'Warm Spicy', 'Fresh Spicy', 'Sweet', 'Anis']","['Caraway', 'Anise']",[],"['Spices', 'Dark Chocolate', 'Woody Notes', 'Vanilla']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Musk-Al-Ghazal-Eau-de-Parfum-53267.html
Al Haramain Perfumes,Musk Al Haramain,unisex,79,33,,"['Musky', 'Woody', 'Powdery', 'Oud', 'Warm Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Musk-Al-Haramain-19817.html
Al Haramain Perfumes,Night Dreams Eau de Parfum,women,78,18,,"['Warm Spicy', 'Woody', 'Rose', 'Fresh Spicy', 'Powdery']","['Water Notes', 'Orange', 'Aldehydes']","['Rose', 'Saffron', 'Orris', 'Geranium', 'Ginger', 'Black Pepper', 'Cardamom']","['Guaiac Wood', 'Musk', 'Cedar', 'Sandalwood', 'Sweet Notes']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Night-Dreams-Eau-de-Parfum-53251.html
Al Haramain Perfumes,Nima,women,84,5,,"['Musky', 'Woody', 'Amber', 'White Floral', 'Powdery']","['White Flowers', 'Ylang-Ylang']","['Musk', 'Amber']",[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Nima-26545.html
Al Haramain Perfumes,Noora,unisex,79,513,,"['Sweet', 'Fruity', 'Warm Spicy', 'Powdery', 'Honey']","['Big Strawberry', 'Plum', 'Saffron', 'Mandarin Orange', 'Ginger', 'Orange']","['Ylang-Ylang', 'Tuberose', 'Rose', 'Jasmine', 'Lily', 'Iris', 'Hyacinth']","['Honey', 'Vanilla', 'Sandalwood', 'Dark Chocolate', 'Agarwood (Oud)', 'Musk', 'Amber', 'Patchouli']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Noora-19828.html
Al Haramain Perfumes,Noora Eau de Parfum,women,75,29,,"['Sweet', 'Woody', 'Citrus', 'White Floral', 'Fruity']","['Jasmine', 'Orange', 'Ylang-Ylang', 'Bergamot', 'Green Notes', 'Rose']","['Jasmine', 'Woodsy Notes', 'Fruity Notes']","['Sweet Notes', 'Musk', 'Sandalwood']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Noora-Eau-de-Parfum-53252.html
Al Haramain Perfumes,Rafia Gold,women,77,29,,"['Woody', 'Warm Spicy', 'Rose', 'Aromatic', 'Powdery']","['Saffron', 'Geranium', 'Lemon', 'White Flowers']","['Rose', 'Sandalwood', 'Cedar', 'Aldehydes', 'Lily-Of-The-Valley']","['Patchouli', 'Amber', 'Amyris', 'Musk']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Rafia-Gold-39959.html
Al Haramain Perfumes,Rafia Silver,women,83,7,,"['Citrus', 'Powdery', 'Amber', 'White Floral', 'Violet']","['Orange', 'Lemon']","['Violet', 'Jasmine', 'Rose']","['Musk', 'Amber']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Rafia-Silver-53258.html
Al Haramain Perfumes,Rahib,unisex,73,17,,"['Woody', 'Citrus', 'Powdery', 'Camphor', 'Musky']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Rahib-19847.html
Al Haramain Perfumes,Rahma,unisex,74,38,,"['White Floral', 'Warm Spicy', 'Oud', 'Floral', 'Amber']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Rahma-19821.html
Al Haramain Perfumes,Rainbow,women,74,42,,"['Floral', 'White Floral', 'Amber', 'Green', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Rainbow-19940.html
Al Haramain Perfumes,Rawaa,women,82,384,2018.0,"['Vanilla', 'White Floral', 'Warm Spicy', 'Sweet', 'Cacao']","['Almond', 'Coffee']","['Jasmine', 'Tuberose', 'Orris']","['Cacao Pod', 'Vanilla', 'Tonka Bean', 'Sandalwood']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Rawaa-51826.html
Al Haramain Perfumes,Rawdah,unisex,70,12,,"['Woody', 'Floral', 'Citrus', 'Green', 'Warm Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Rawdah-19860.html
Al Haramain Perfumes,Red African,unisex,90,26,2017.0,"['Fresh Spicy', 'Caramel', 'Sweet', 'Amber', 'Balsamic']",[],"['Nutmeg', 'Caramel']","['Ambergris', 'Vanilla', 'Musk']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Red-African-61372.html
Al Haramain Perfumes,Sheikh Eau de Parfum,unisex,84,58,,"['Aromatic', 'Green', 'White Floral', 'Tobacco', 'Fresh Spicy']","['Rosemary', 'Citruses', 'Apple']","['Mint', 'Spices', 'Jasmine', 'Freesia']","['Tobacco', 'Lily-Of-The-Valley', 'Sandalwood']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Sheikh-Eau-de-Parfum-53260.html
Al Haramain Perfumes,Sheikha,unisex,75,68,,"['Woody', 'Aromatic', 'Rose', 'Fresh Spicy', 'Oud']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Sheikha-19827.html
Al Haramain Perfumes,Soft Touch,women,68,8,,"['Woody', 'Floral', 'Powdery', 'Vanilla', 'Warm Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Soft-Touch-19862.html
Al Haramain Perfumes,Lak,unisex,84,44,,"['Rose', 'Musky', 'Fruity', 'Woody', 'Powdery']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Lak-19866.html
Al Haramain Perfumes,Leather Oudh,women,86,181,2016.0,"['Woody', 'Fruity', 'Leather', 'Sweet', 'Amber']","['Raspberry', 'Thyme']","['Woody Notes', 'Incense', 'Cashmirwood', 'Jasmine']","['Leather', 'Cedar', 'Amber', 'Musk']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Leather-Oudh-40256.html
Al Haramain Perfumes,Meeqat Silver,unisex,70,8,,"['Fresh Spicy', 'Warm Spicy', 'Powdery', 'Musky', 'Aromatic']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Meeqat-Silver-19853.html
Al Haramain Perfumes,Midnight Musk,unisex,86,19,,"['Powdery', 'Woody', 'Floral', 'Musky', 'Iris']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Midnight-Musk-26556.html
Al Haramain Perfumes,Million,women,81,197,,"['Vanilla', 'Sweet', 'Fruity', 'Woody', 'Powdery']","['Mango', 'Plum', 'Bergamot']","['Jasmine', 'Ylang-Ylang', 'Rose']","['Vanilla', 'Sandalwood', 'Amber', 'Musk', 'Cedar']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Million-19952.html
Al Haramain Perfumes,Miracle,unisex,70,10,2021.0,"['Aromatic', 'Warm Spicy', 'Patchouli', 'Leather', 'Green']","['Spices', 'Tarragon', 'Pink Pepper', 'Thyme']","['Galbanum', 'Costus']","['Leather', 'Patchouli']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Miracle-70376.html
Al Haramain Perfumes,Monday,unisex,87,17,,"['Fruity', 'Fresh Spicy', 'Warm Spicy', 'Aromatic', 'Sweet']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Monday-19841.html
Al Haramain Perfumes,Mukhamria Maliki,men,78,38,,"['Warm Spicy', 'Woody', 'Oud', 'Powdery', 'White Floral']","['Saffron', 'Musk', 'Jasmine']","['Vetiver', 'Patchouli', 'Rose', 'Vanilla']","['Agarwood (Oud)', 'Amber', 'Lily', 'Sandalwood', 'Violet']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Mukhamria-Maliki-3904.html
Al Haramain Perfumes,Pearl,women,78,26,,"['Sweet', 'Vanilla', 'Floral', 'Fruity', 'Powdery']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Pearl-19938.html
Al Haramain Perfumes,Prince,women,77,6,2018.0,"['Green', 'Warm Spicy', 'Floral', 'White Floral', 'Sweet']","['Green Notes', 'Orange Blossom']","['Floral Notes', 'Fruits']",[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Prince-61376.html
Al Haramain Perfumes,Priority,unisex,73,3,,[],[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Priority-53270.html
Al Haramain Perfumes,Prism Classic,women,80,4,,"['Vanilla', 'White Floral', 'Woody', 'Fruity', 'Powdery']","['Bergamot', 'Peach', 'Mirabelle']","['Violet Leaves', 'Jasmine', 'Tuberose']","['Vanilla', 'Patchouli', 'Sandalwood', 'Ambroxan']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Prism-Classic-53257.html
Al Haramain Perfumes,Qalbi Arabic,unisex,71,28,,"['Oud', 'Woody', 'Warm Spicy', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Qalbi-Arabic-19819.html
Al Haramain Perfumes,Qamar,unisex,80,81,,"['Warm Spicy', 'Woody', 'Citrus', 'Powdery', 'Floral']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Qamar-19820.html
Al Haramain Perfumes,Safari,unisex,74,26,,"['Citrus', 'Green', 'Aromatic', 'Fresh Spicy', 'White Floral']","['Lime', 'Orange Blossom', 'Herbal Notes', 'Melon']","['Basil', 'Clary Sage']","['Tangerine', 'Oakmoss', 'Musk']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Safari-19954.html
Al Haramain Perfumes,Safeena Al Arab,unisex,86,53,,"['Warm Spicy', 'Rose', 'Oud', 'Amber', 'Powdery']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Safeena-Al-Arab-19823.html
Al Haramain Perfumes,Safwa,unisex,90,46,,"['Warm Spicy', 'Aromatic', 'Amber', 'Fresh Spicy', 'Woody']","['Cloves', 'Cinnamon', 'Camphor', 'Geranium', 'Basil', 'Coriander', 'Cardamom', 'Artemisia']","['Cloves', 'Juniper', 'Mint', 'Cedar', 'Freesia']","['Amber', 'Patchouli', 'Black Musk', 'Vanilla', 'Labdanum', 'Vetiver']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Safwa-26544.html
Al Haramain Perfumes,Salma,unisex,67,76,,"['White Floral', 'Tuberose', 'Musky', 'Amber', 'Animalic']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Salma-19944.html
Al Haramain Perfumes,Sama,unisex,78,11,2021.0,"['Powdery', 'Rose', 'Woody', 'Iris', 'White Floral']","['Rose', 'Geranium']","['Lily-Of-The-Valley', 'Violet', 'Orris']","['Sandalwood', 'Musk']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Sama-70377.html
Al Haramain Perfumes,Saturday,unisex,71,21,,"['Fruity', 'Sweet', 'Amber', 'Floral', 'Yellow Floral']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Saturday-19843.html
Al Haramain Perfumes,Sedra,unisex,80,13,,"['Powdery', 'Warm Spicy', 'Woody', 'Rose', 'Musky']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Sedra-19824.html
Al Haramain Perfumes,Shefon,unisex,82,16,2013.0,"['Warm Spicy', 'Woody', 'Fresh Spicy', 'Amber', 'Aromatic']","['Nutmeg', 'Rosemary', 'Cloves', 'Tamarind', 'Lemon', 'Cardamom', 'Bergamot', 'Green Notes']","['Jasmine', 'Rose', 'Lily-Of-The-Valley', 'Orris', 'Palisander Rosewood']","['Patchouli', 'Benzoin', 'Amber', 'Musk', 'Sandalwood', 'Cedar', 'Agarwood (Oud)']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Shefon-44653.html
Al Haramain Perfumes,Shefon,unisex,89,18,,"['Woody', 'Citrus', 'White Floral', 'Green', 'Aromatic']","['Green Notes', 'Bergamot', 'Lemon', 'Rosemary', 'Tamarind', 'Spices']","['Lily-Of-The-Valley', 'Jasmine', 'Palisander Rosewood', 'Rose', 'Orris Root']","['Musk', 'Cedar', 'Amber', 'Patchouli']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Shefon-53259.html
Al Haramain Perfumes,Sheikh,men,89,32,,"['Oud', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Sheikh-26550.html
Al Haramain Perfumes,Solitaire,unisex,78,113,,"['Woody', 'Tobacco', 'Fresh Spicy', 'Leather', 'Animalic']","['Cumin', 'Bergamot', 'Lemon']","['Leather', 'Sandalwood', 'Cedar']","['Tobacco', 'Patchouli']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Solitaire-42267.html
Al Haramain Perfumes,Sophia Midnight,women,85,15,,"['Citrus', 'Woody', 'Fresh Spicy', 'Aromatic', 'Warm Spicy']","['Bergamot', 'Grapefruit', 'Floral Notes', 'Tangerine']","['Geranium', 'Jasmine', 'Narcissus', 'Rose', 'Woody Notes']","['Patchouli', 'Floral Notes', 'Sandalwood', 'Vanilla', 'Olibanum', 'Tonka Bean']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Sophia-Midnight-53263.html
Al Haramain Perfumes,Sophia Violet,women,84,5,,"['Powdery', 'White Floral', 'Violet', 'Floral', 'Green']","['Pomelo', 'Green Notes']","['Jasmine', 'Orchid', 'Lily-Of-The-Valley']","['Violet', 'Amber', 'Musk']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Sophia-Violet-53264.html
Al Haramain Perfumes,Sultan,unisex,80,562,,"['Fruity', 'Sweet', 'Woody', 'Powdery', 'Warm Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Sultan-19846.html
Al Haramain Perfumes,Sunday,unisex,81,16,,"['Floral', 'Citrus', 'Warm Spicy', 'Mossy', 'Earthy']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Sunday-19844.html
Al Haramain Perfumes,Taj,unisex,75,27,,"['Amber', 'Woody', 'Aromatic', 'Warm Spicy', 'Fresh Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Taj-19825.html
Al Haramain Perfumes,Tajibni,women,86,14,,"['Warm Spicy', 'Powdery', 'Vanilla', 'Citrus', 'Amber']","['Mandarin Orange', 'Aldehydes']","['Cardamom', 'Patchouli', 'White Musk']","['Heliotrope', 'Amber', 'Vanilla']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Tajibni-26434.html
Al Haramain Perfumes,Tanasuk,unisex,88,225,,"['Sweet', 'Rose', 'Vanilla', 'Powdery', 'Woody']","['Rose', 'Saffron', 'Grenadine']","['Woody Notes', 'Amber', 'Jasmine']","['Vanilla', 'Brown Sugar', 'Musk']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Tanasuk-46253.html
Al Haramain Perfumes,Tanasuk 2019,unisex,84,20,2019.0,"['Sweet', 'Vanilla', 'Amber', 'Warm Spicy', 'Powdery']","['Grenadine', 'Saffron', 'Rose']","['Amber', 'Woody Notes', 'Jasmine']","['Brown Sugar', 'Vanilla', 'Musk']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Tanasuk-2019-55794.html
Al Haramain Perfumes,Thohfa Attar,unisex,75,8,,"['Woody', 'Amber', 'Floral', 'Powdery', 'Warm Spicy']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Thohfa-Attar-19830.html
Al Haramain Perfumes,Thursday,unisex,86,25,,"['Aromatic', 'Fresh Spicy', 'Woody', 'Oud', 'Musky']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Thursday-19840.html
Al Haramain Perfumes,Tuesday,unisex,80,4,,"['Floral', 'Woody', 'Citrus', 'Warm Spicy', 'Amber']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Tuesday-19842.html
Al Haramain Perfumes,Twin Flower,women,75,83,,"['Floral', 'Powdery', 'Amber', 'Rose', 'Musky']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Twin-Flower-19941.html
Al Haramain Perfumes,Vintage Classic,men,85,28,,"['Musky', 'Ozonic', 'Powdery', 'Aquatic', 'Aromatic']","['Pink Pepper', 'Carrot Seeds', 'Mandarin Orange', 'Elemi Resin', 'Black Pepper']","['Violet Leaf', 'Cinnamon', 'Artemisia']","['Suede', 'Musk', 'Sandalwood', 'Vetiver', 'Vanilla']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Vintage-Classic-48765.html
Al Haramain Perfumes,Wardh Taifi,women,90,4,,"['Rose', 'Oud', 'Amber', 'Warm Spicy', 'Floral']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Wardh-Taifi-26546.html
Al Haramain Perfumes,Wardia,women,75,84,,"['Rose', 'Fresh Spicy', 'Aromatic', 'Musky']",[],[],[],,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Wardia-19945.html
Al Haramain Perfumes,White Leather,unisex,75,22,,"['Woody', 'Fresh Spicy', 'Aromatic', 'Earthy', 'Smoky']","['Geranium', 'Bergamot']","['Smoke', 'Tea', 'Nutmeg']","['Vetiver', 'Cedar', 'Patchouli', 'Oakmoss']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/White-Leather-40823.html
Al Haramain Perfumes,White Oudh,unisex,81,74,,"['Citrus', 'Tobacco', 'Floral', 'Herbal', 'Sweet']","['Artemisia', 'Orange', 'Lemon', 'Mandarin Orange']","['Freesia', 'Patchouli', 'Black Currant']","['Tobacco', 'Amber', 'Musk']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/White-Oudh-36595.html
Al Haramain Perfumes,50 Years Golden Oudh,unisex,87,65,2020.0,"['Woody', 'Oud', 'Warm Spicy', 'Amber', 'Powdery']","['Black Pepper', 'Cloves', 'Thyme', 'Sage']","['Agarwood (Oud)', 'Rose', 'Patchouli', 'Resin']","['Agarwood (Oud)', 'Sandalwood', 'Amber', 'Musk', 'Vanilla']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/50-Years-Golden-Oudh-63798.html
Al Haramain Perfumes,50 Years Oudh Ma al Attar,unisex,40,3,2020.0,"['Woody', 'Citrus', 'Powdery', 'Floral', 'Green']","['Bergamot', 'Orange', 'Galbanum', 'Ylang-Ylang', 'Aldehydes']","['Rose', 'Lilac', 'Iris', 'Lily-Of-The-Valley']","['Cedar', 'Amber', 'Sandalwood', 'Oakmoss', 'Musk']",,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/50-Years-Oudh-Ma-al-Attar-63799.html
