Brand,Perfume,Gender,Rating Value,url,drop_reason
Zara,Leather Jardin,unisex,82.0,https://www.fragrantica.com/perfume/Zara/Leather-Jardin-69129.html,duplicate (earlier occurrence)
Zara,Blue Spirit,men,75.0,https://www.fragrantica.com/perfume/Zara/Blue-Spirit-65903.html,duplicate (earlier occurrence)
Zara,Gold,men,79.0,https://www.fragrantica.com/perfume/Zara/Gold-65900.html,duplicate (earlier occurrence)
Zara,Silver,men,75.0,https://www.fragrantica.com/perfume/Zara/Silver-65901.html,duplicate (earlier occurrence)
Zara,Uomo,men,79.0,https://www.fragrantica.com/perfume/Zara/Uomo-65905.html,duplicate (earlier occurrence)
Zielinski Rozen,Black Pepper Amber Neroli,unisex,81.0,https://www.fragrantica.com/perfume/Zielinski-Rozen/Black-Pepper-Amber-Neroli-65064.html,duplicate (earlier occurrence)
Shiseido,Ginza,women,80.0,https://www.fragrantica.com/perfume/Shiseido/Ginza-39464.html,duplicate (earlier occurrence)
Shiseido,Zen Gold Elixir,women,84.0,https://www.fragrantica.com/perfume/Shiseido/Zen-Gold-Elixir-18897.html,duplicate (earlier occurrence)
Phytoderm,Habitus,men,84.0,https://www.fragrantica.com/perfume/Phytoderm/Habitus-71811.html,duplicate (earlier occurrence)
Oriflame,Eclat Nuit,women,75.0,https://www.fragrantica.com/perfume/Oriflame/Eclat-Nuit-72680.html,duplicate (earlier occurrence)
Oriflame,Citrus Tonic,men,77.0,https://www.fragrantica.com/perfume/Oriflame/Citrus-Tonic-24959.html,duplicate (earlier occurrence)
Omerta,Golden Challenge Limited,women,76.0,https://www.fragrantica.com/perfume/Omerta/Golden-Challenge-Limited-62292.html,duplicate (earlier occurrence)
Dzintars,Liepzieds Lipovyj cvet,women,100.0,https://www.fragrantica.com/perfume/Dzintars/Liepzieds-Lipovyj-cvet-83886.html,duplicate (earlier occurrence)
Dzintars,Hit Blue,men,65.0,https://www.fragrantica.com/perfume/Dzintars/Hit-Blue-23694.html,duplicate (earlier occurrence)
Dzintars,Hit Dark Green,men,,https://www.fragrantica.com/perfume/Dzintars/Hit-Dark-Green-23702.html,duplicate (earlier occurrence)
Dzintars,Hit Green,men,75.0,https://www.fragrantica.com/perfume/Dzintars/Hit-Green-23696.html,duplicate (earlier occurrence)
Dzintars,Hit Orange,men,83.0,https://www.fragrantica.com/perfume/Dzintars/Hit-Orange-23698.html,duplicate (earlier occurrence)
Dzintars,Hit Red,men,76.0,https://www.fragrantica.com/perfume/Dzintars/Hit-Red-23699.html,duplicate (earlier occurrence)
Dzintars,Hit Violet,men,68.0,https://www.fragrantica.com/perfume/Dzintars/Hit-Violet-23701.html,duplicate (earlier occurrence)
Dzintars,Hit Yellow,men,80.0,https://www.fragrantica.com/perfume/Dzintars/Hit-Yellow-23700.html,duplicate (earlier occurrence)
Dzintars,Lucky Number 10,men,83.0,https://www.fragrantica.com/perfume/Dzintars/Lucky-Number-10-20460.html,duplicate (earlier occurrence)
Dzintars,Lucky Number 12,women,70.0,https://www.fragrantica.com/perfume/Dzintars/Lucky-Number-12-20289.html,duplicate (earlier occurrence)
Dzintars,Lucky Number 14,men,100.0,https://www.fragrantica.com/perfume/Dzintars/Lucky-Number-14-20463.html,duplicate (earlier occurrence)
Dzintars,Lucky Number 15,men,,https://www.fragrantica.com/perfume/Dzintars/Lucky-Number-15-20465.html,duplicate (earlier occurrence)
Dzintars,Lucky Number 3,men,80.0,https://www.fragrantica.com/perfume/Dzintars/Lucky-Number-3-20446.html,duplicate (earlier occurrence)
Dzintars,Lucky Number 5,women,,https://www.fragrantica.com/perfume/Dzintars/Lucky-Number-5-92110.html,duplicate (earlier occurrence)
Dzintars,Lucky Number 7,women,70.0,https://www.fragrantica.com/perfume/Dzintars/Lucky-Number-7-20286.html,duplicate (earlier occurrence)
Dzintars,Riga,unisex,76.0,https://www.fragrantica.com/perfume/Dzintars/Riga-82532.html,duplicate (earlier occurrence)
Dzintars,Riga,men,100.0,https://www.fragrantica.com/perfume/Dzintars/Riga-82611.html,duplicate (earlier occurrence)
Coty,Emeraude,women,79.0,https://www.fragrantica.com/perfume/Coty/Emeraude-3945.html,duplicate (earlier occurrence)
Coty,L Origan,women,84.0,https://www.fragrantica.com/perfume/Coty/L-Origan-6071.html,duplicate (earlier occurrence)
Coty,La Rose Jacqueminot,women,90.0,https://www.fragrantica.com/perfume/Coty/La-Rose-Jacqueminot-7525.html,duplicate (earlier occurrence)
Coty,L Origan,women,93.0,https://www.fragrantica.com/perfume/Coty/L-Origan-65400.html,duplicate (earlier occurrence)
Coty,La Rose Jacqueminot,women,100.0,https://www.fragrantica.com/perfume/Coty/La-Rose-Jacqueminot-65403.html,duplicate (earlier occurrence)
Coty,Le Jasmin de Corse,women,,https://www.fragrantica.com/perfume/Coty/Le-Jasmin-de-Corse-65402.html,duplicate (earlier occurrence)
Asgharali,Shumukh,unisex,,https://www.fragrantica.com/perfume/Asgharali/Shumukh-76843.html,duplicate (earlier occurrence)
Asgharali,Al Qasayad,men,84.0,https://www.fragrantica.com/perfume/Asgharali/Al-Qasayad-28963.html,duplicate (earlier occurrence)
Asgharali,Sandeed,men,64.0,https://www.fragrantica.com/perfume/Asgharali/Sandeed-22627.html,duplicate (earlier occurrence)
Antonio Banderas,Diavolo,men,71.0,https://www.fragrantica.com/perfume/Antonio-Banderas/Diavolo-112.html,duplicate (earlier occurrence)
Antonio Banderas,Blue Seduction,women,74.0,https://www.fragrantica.com/perfume/Antonio-Banderas/Blue-Seduction-3751.html,duplicate (earlier occurrence)
Antonio Banderas,Urban Seduction Blue,women,84.0,https://www.fragrantica.com/perfume/Antonio-Banderas/Urban-Seduction-Blue-40553.html,duplicate (earlier occurrence)
Adolfo Dominguez,Agua de Bambu,men,81.0,https://www.fragrantica.com/perfume/Adolfo-Dominguez/Agua-de-Bambu-42934.html,duplicate (earlier occurrence)
Adolfo Dominguez,U,women,64.0,https://www.fragrantica.com/perfume/Adolfo-Dominguez/U-9790.html,duplicate (earlier occurrence)
Bejar,Akurus,women,80.0,https://www.fragrantica.com/perfume/Bejar/Akurus-29293.html,duplicate (earlier occurrence)
Bejar,Alpha,women,80.0,https://www.fragrantica.com/perfume/Bejar/Alpha-29295.html,duplicate (earlier occurrence)
Bejar,Atmosphere,men,,https://www.fragrantica.com/perfume/Bejar/Atmosphere-29379.html,duplicate (earlier occurrence)
Bejar,Axum,men,80.0,https://www.fragrantica.com/perfume/Bejar/Axum-29380.html,duplicate (earlier occurrence)
Bejar,Casablanca,men,80.0,https://www.fragrantica.com/perfume/Bejar/Casablanca-29382.html,duplicate (earlier occurrence)
Bejar,Contact,men,80.0,https://www.fragrantica.com/perfume/Bejar/Contact-29386.html,duplicate (earlier occurrence)
Bejar,Excellence,women,80.0,https://www.fragrantica.com/perfume/Bejar/Excellence-29390.html,duplicate (earlier occurrence)
Bejar,Flaires,women,80.0,https://www.fragrantica.com/perfume/Bejar/Flaires-29392.html,duplicate (earlier occurrence)
Bejar,Love Day,men,80.0,https://www.fragrantica.com/perfume/Bejar/Love-Day-29393.html,duplicate (earlier occurrence)
Bejar,Phos,men,72.0,https://www.fragrantica.com/perfume/Bejar/Phos-29405.html,duplicate (earlier occurrence)
Bejar,Quantum,men,80.0,https://www.fragrantica.com/perfume/Bejar/Quantum-29434.html,duplicate (earlier occurrence)
Benetton,Dream Big,women,76.0,https://www.fragrantica.com/perfume/Benetton/Dream-Big-38616.html,duplicate (earlier occurrence)
Benetton,Just United,women,69.0,https://www.fragrantica.com/perfume/Benetton/Just-United-38615.html,duplicate (earlier occurrence)
Benetton,United Dreams One Summer,men,81.0,https://www.fragrantica.com/perfume/Benetton/United-Dreams-One-Summer-45308.html,duplicate (earlier occurrence)
Bi es,Laserre,men,64.0,https://www.fragrantica.com/perfume/Bi-es/Laserre-30456.html,duplicate (earlier occurrence)
Bi es,Sankai,men,64.0,https://www.fragrantica.com/perfume/Bi-es/Sankai-30437.html,duplicate (earlier occurrence)
Brocard,Ethno,women,71.0,https://www.fragrantica.com/perfume/Brocard/Ethno-35500.html,duplicate (earlier occurrence)
Brocard,Modern Classic,women,69.0,https://www.fragrantica.com/perfume/Brocard/Modern-Classic-32141.html,duplicate (earlier occurrence)
Brocard,Modern Classic Noir,women,73.0,https://www.fragrantica.com/perfume/Brocard/Modern-Classic-Noir-32142.html,duplicate (earlier occurrence)
Brocard,Perpetuum,men,70.0,https://www.fragrantica.com/perfume/Brocard/Perpetuum-27443.html,duplicate (earlier occurrence)
Clinique,Clinique Happy,women,71.0,https://www.fragrantica.com/perfume/Clinique/Clinique-Happy-372.html,duplicate (earlier occurrence)
Clinique,Clinique Happy Limited Edition 2022,women,100.0,https://www.fragrantica.com/perfume/Clinique/Clinique-Happy-Limited-Edition-2022-71666.html,duplicate (earlier occurrence)
ESSNCE,Sassy Classy,unisex,40.0,https://www.fragrantica.com/perfume/ESSNCE/Sassy-Classy-89774.html,duplicate (earlier occurrence)
Faberlic,Beau Monde,women,72.0,https://www.fragrantica.com/perfume/Faberlic/Beau-Monde-48485.html,duplicate (earlier occurrence)
Faberlic,Incognito,women,67.0,https://www.fragrantica.com/perfume/Faberlic/Incognito-32957.html,duplicate (earlier occurrence)
Instituto Espanol,Aire de Barcelona,men,87.0,https://www.fragrantica.com/perfume/Instituto-Espanol/Aire-de-Barcelona-43990.html,duplicate (earlier occurrence)
Mexx,Diversity,women,83.0,https://www.fragrantica.com/perfume/Mexx/Diversity-8465.html,duplicate (earlier occurrence)
Sabon,Aviv Jasmine,women,78.0,https://www.fragrantica.com/perfume/Sabon/Aviv-Jasmine-10762.html,duplicate (earlier occurrence)
Sabon,Femme,women,96.0,https://www.fragrantica.com/perfume/Sabon/Femme-10760.html,duplicate (earlier occurrence)
Sabon,Girlfriends,women,67.0,https://www.fragrantica.com/perfume/Sabon/Girlfriends-42469.html,duplicate (earlier occurrence)
Sabon,Homme,men,60.0,https://www.fragrantica.com/perfume/Sabon/Homme-10761.html,duplicate (earlier occurrence)
Sabon,Oneg Patchouli Vanilla,women,90.0,https://www.fragrantica.com/perfume/Sabon/Oneg-Patchouli-Vanilla-10763.html,duplicate (earlier occurrence)
Sabon,PLV 28 Patchouli Lavender Vanilla,unisex,87.0,https://www.fragrantica.com/perfume/Sabon/PLV-28-Patchouli-Lavender-Vanilla-46554.html,duplicate (earlier occurrence)
Sabon,Shir Lily,women,65.0,https://www.fragrantica.com/perfume/Sabon/Shir-Lily-10764.html,duplicate (earlier occurrence)
Sabon,Tal Marine,unisex,84.0,https://www.fragrantica.com/perfume/Sabon/Tal-Marine-10765.html,duplicate (earlier occurrence)
Sabon,Zer Rose,women,73.0,https://www.fragrantica.com/perfume/Sabon/Zer-Rose-10766.html,duplicate (earlier occurrence)
Sabon,Zohar Musk,unisex,91.0,https://www.fragrantica.com/perfume/Sabon/Zohar-Musk-10767.html,duplicate (earlier occurrence)
Sabon,Citrus Blossom,unisex,88.0,https://www.fragrantica.com/perfume/Sabon/Citrus-Blossom-60938.html,duplicate (earlier occurrence)
Sabon,Delicate Jasmine,women,75.0,https://www.fragrantica.com/perfume/Sabon/Delicate-Jasmine-60936.html,duplicate (earlier occurrence)
Sabon,Floral Bloom,unisex,80.0,https://www.fragrantica.com/perfume/Sabon/Floral-Bloom-60939.html,duplicate (earlier occurrence)
Sabon,Ginger Orange,unisex,77.0,https://www.fragrantica.com/perfume/Sabon/Ginger-Orange-60946.html,duplicate (earlier occurrence)
Sabon,Green Rose,women,82.0,https://www.fragrantica.com/perfume/Sabon/Green-Rose-60934.html,duplicate (earlier occurrence)
Sabon,Musk,unisex,88.0,https://www.fragrantica.com/perfume/Sabon/Musk-60937.html,duplicate (earlier occurrence)
Sabon,Patchouli Lavender Vanilla,unisex,74.0,https://www.fragrantica.com/perfume/Sabon/Patchouli-Lavender-Vanilla-60933.html,duplicate (earlier occurrence)
Sabon,Rose Tea,women,66.0,https://www.fragrantica.com/perfume/Sabon/Rose-Tea-60930.html,duplicate (earlier occurrence)
Sabon,White Tea,unisex,82.0,https://www.fragrantica.com/perfume/Sabon/White-Tea-60935.html,duplicate (earlier occurrence)
Sabon,Dear Jasmine,unisex,60.0,https://www.fragrantica.com/perfume/Sabon/Dear-Jasmine-42461.html,duplicate (earlier occurrence)
Sabon,Elegant Iris,unisex,65.0,https://www.fragrantica.com/perfume/Sabon/Elegant-Iris-42462.html,duplicate (earlier occurrence)
Sabon,Innocent Musk,unisex,75.0,https://www.fragrantica.com/perfume/Sabon/Innocent-Musk-42465.html,duplicate (earlier occurrence)
Sabon,The Spell,unisex,60.0,https://www.fragrantica.com/perfume/Sabon/The-Spell-42466.html,duplicate (earlier occurrence)
Sabon,True Patchouli,unisex,72.0,https://www.fragrantica.com/perfume/Sabon/True-Patchouli-42464.html,duplicate (earlier occurrence)
Sabon,Wild Roses,unisex,77.0,https://www.fragrantica.com/perfume/Sabon/Wild-Roses-42463.html,duplicate (earlier occurrence)
The Spirit Of Azerbaijan,Ateshgah,unisex,60.0,https://www.fragrantica.com/perfume/The-Spirit-Of-Azerbaijan/Ateshgah-53581.html,duplicate (earlier occurrence)
The Spirit Of Azerbaijan,Baku,unisex,85.0,https://www.fragrantica.com/perfume/The-Spirit-Of-Azerbaijan/Baku-53580.html,duplicate (earlier occurrence)
The Spirit Of Azerbaijan,Flame Towers,unisex,40.0,https://www.fragrantica.com/perfume/The-Spirit-Of-Azerbaijan/Flame-Towers-53574.html,duplicate (earlier occurrence)
The Spirit Of Azerbaijan,Ganja,unisex,60.0,https://www.fragrantica.com/perfume/The-Spirit-Of-Azerbaijan/Ganja-53573.html,duplicate (earlier occurrence)
The Spirit Of Azerbaijan,Gobustan,unisex,100.0,https://www.fragrantica.com/perfume/The-Spirit-Of-Azerbaijan/Gobustan-53572.html,duplicate (earlier occurrence)
The Spirit Of Azerbaijan,Kharabah,unisex,60.0,https://www.fragrantica.com/perfume/The-Spirit-Of-Azerbaijan/Kharabah-53571.html,duplicate (earlier occurrence)
The Spirit Of Azerbaijan,Lankaran,unisex,20.0,https://www.fragrantica.com/perfume/The-Spirit-Of-Azerbaijan/Lankaran-53570.html,duplicate (earlier occurrence)
The Spirit Of Azerbaijan,Nakhchivan,unisex,50.0,https://www.fragrantica.com/perfume/The-Spirit-Of-Azerbaijan/Nakhchivan-53569.html,duplicate (earlier occurrence)
The Spirit Of Azerbaijan,Old City Baku,unisex,40.0,https://www.fragrantica.com/perfume/The-Spirit-Of-Azerbaijan/Old-City-Baku-53568.html,duplicate (earlier occurrence)
The Spirit Of Azerbaijan,Qabala,unisex,,https://www.fragrantica.com/perfume/The-Spirit-Of-Azerbaijan/Qabala-53567.html,duplicate (earlier occurrence)
The Spirit Of Azerbaijan,Sheki Khan Palace,unisex,,https://www.fragrantica.com/perfume/The-Spirit-Of-Azerbaijan/Sheki-Khan-Palace-53566.html,duplicate (earlier occurrence)
The Spirit Of Azerbaijan,Shervan Shah,unisex,100.0,https://www.fragrantica.com/perfume/The-Spirit-Of-Azerbaijan/Shervan-Shah-53565.html,duplicate (earlier occurrence)
Testament London,Sin Poetry,unisex,,https://www.fragrantica.com/perfume/Testament-London/Sin-Poetry-82078.html,duplicate (earlier occurrence)
Stephanie de Bruijn Parfum sur Mesure,Cashmere,men,76.0,https://www.fragrantica.com/perfume/Stephanie-de-Bruijn-Parfum-sur-Mesure/Cashmere-63443.html,duplicate (earlier occurrence)
Stephanie de Bruijn Parfum sur Mesure,My Gentleman,men,72.0,https://www.fragrantica.com/perfume/Stephanie-de-Bruijn-Parfum-sur-Mesure/My-Gentleman-66077.html,duplicate (earlier occurrence)
Abdul Samad Al Qurashi,Al Basha Blend,unisex,74.0,https://www.fragrantica.com/perfume/Abdul-Samad-Al-Qurashi/Al-Basha-Blend-21278.html,duplicate (earlier occurrence)
Abdul Samad Al Qurashi,Al Hajjar Al Aswad,men,79.0,https://www.fragrantica.com/perfume/Abdul-Samad-Al-Qurashi/Al-Hajjar-Al-Aswad-21285.html,duplicate (earlier occurrence)
Abdul Samad Al Qurashi,Al Hajjar Al Aswad,unisex,82.0,https://www.fragrantica.com/perfume/Abdul-Samad-Al-Qurashi/Al-Hajjar-Al-Aswad-21307.html,duplicate (earlier occurrence)
Adidas,Adidas Adrenaline,men,74.0,https://www.fragrantica.com/perfume/Adidas/Adidas-Adrenaline-21824.html,duplicate (earlier occurrence)
Al Jazeera Perfumes,Patchouli,unisex,95.0,https://www.fragrantica.com/perfume/Al-Jazeera-Perfumes/Patchouli-74357.html,duplicate (earlier occurrence)
Alexandria Fragrances,Cleopatra,unisex,73.0,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Cleopatra-48429.html,duplicate (earlier occurrence)
Alexandria Fragrances,Fight Like A Girl,women,87.0,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Fight-Like-A-Girl-52135.html,duplicate (earlier occurrence)
Alexandria Fragrances,Funtastic,unisex,78.0,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Funtastic-48427.html,duplicate (earlier occurrence)
Alexandria Fragrances,Retro Flare Gold,unisex,78.0,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Retro-Flare-Gold-71139.html,duplicate (earlier occurrence)
Alexandria Fragrances,Silver Wood,unisex,83.0,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Silver-Wood-48428.html,duplicate (earlier occurrence)
Alexandria Fragrances,The Extreme,unisex,81.0,https://www.fragrantica.com/perfume/Alexandria-Fragrances/The-Extreme-48426.html,duplicate (earlier occurrence)
Amado,My Muse,unisex,86.0,https://www.fragrantica.com/perfume/Amado/My-Muse-48287.html,duplicate (earlier occurrence)
Amordad,VIP,men,80.0,https://www.fragrantica.com/perfume/Amordad/VIP-22117.html,duplicate (earlier occurrence)
Animale,Animale Intense,women,80.0,https://www.fragrantica.com/perfume/Animale/Animale-Intense-33433.html,duplicate (earlier occurrence)
Arabian Oud,Durrat Al Arabia,women,73.0,https://www.fragrantica.com/perfume/Arabian-Oud/Durrat-Al-Arabia-21953.html,duplicate (earlier occurrence)
Arabian Oud,Durrat Al Arabia,men,86.0,https://www.fragrantica.com/perfume/Arabian-Oud/Durrat-Al-Arabia-21954.html,duplicate (earlier occurrence)
Arabian Oud,Special Nights,men,87.0,https://www.fragrantica.com/perfume/Arabian-Oud/Special-Nights-21662.html,duplicate (earlier occurrence)
Arabian Oud,Tonight,men,80.0,https://www.fragrantica.com/perfume/Arabian-Oud/Tonight-21665.html,duplicate (earlier occurrence)
Arrogance,Arrogance Passion,women,69.0,https://www.fragrantica.com/perfume/Arrogance/Arrogance-Passion-56594.html,duplicate (earlier occurrence)
Atkinsons,Oud Save The Queen,unisex,82.0,https://www.fragrantica.com/perfume/Atkinsons/Oud-Save-The-Queen-55990.html,duplicate (earlier occurrence)
Aurora Scents,Adore,women,40.0,https://www.fragrantica.com/perfume/Aurora-Scents/Adore-61520.html,duplicate (earlier occurrence)
Azteque,Chicomecoatl,unisex,,https://www.fragrantica.com/perfume/Azteque/Chicomecoatl-63536.html,duplicate (earlier occurrence)
Azteque,Coatlicue,unisex,,https://www.fragrantica.com/perfume/Azteque/Coatlicue-63537.html,duplicate (earlier occurrence)
Azteque,Tlaloc,unisex,,https://www.fragrantica.com/perfume/Azteque/Tlaloc-63534.html,duplicate (earlier occurrence)
Azteque,Xochipilli,unisex,40.0,https://www.fragrantica.com/perfume/Azteque/Xochipilli-63535.html,duplicate (earlier occurrence)
BALR,BALR 1,men,75.0,https://www.fragrantica.com/perfume/BALR/BALR-1-66086.html,duplicate (earlier occurrence)
BALR,BALR 2,men,70.0,https://www.fragrantica.com/perfume/BALR/BALR-2-66087.html,duplicate (earlier occurrence)
BALR,BALR 3,men,60.0,https://www.fragrantica.com/perfume/BALR/BALR-3-66088.html,duplicate (earlier occurrence)
Bath House,Frangipani Grapefruit,women,66.0,https://www.fragrantica.com/perfume/Bath-House/Frangipani-Grapefruit-16719.html,duplicate (earlier occurrence)
Bath House,Velvet Orchid Cardamom,women,86.0,https://www.fragrantica.com/perfume/Bath-House/Velvet-Orchid-Cardamom-16720.html,duplicate (earlier occurrence)
Bath House,White Cedar Pear,unisex,96.0,https://www.fragrantica.com/perfume/Bath-House/White-Cedar-Pear-16715.html,duplicate (earlier occurrence)
Bath House,White Tea Rose,women,93.0,https://www.fragrantica.com/perfume/Bath-House/White-Tea-Rose-16717.html,duplicate (earlier occurrence)
Being Frenshe,Cashmere Vanilla,women,80.0,https://www.fragrantica.com/perfume/Being-Frenshe/Cashmere-Vanilla-85796.html,duplicate (earlier occurrence)
Beverly Hills 90210,Beverly Hills 90210,men,74.0,https://www.fragrantica.com/perfume/Beverly-Hills-90210/Beverly-Hills-90210-28090.html,duplicate (earlier occurrence)
Boadicea the Victorious,Adoration,unisex,73.0,https://www.fragrantica.com/perfume/Boadicea-the-Victorious/Adoration-7462.html,duplicate (earlier occurrence)
Boadicea the Victorious,Joyous,unisex,81.0,https://www.fragrantica.com/perfume/Boadicea-the-Victorious/Joyous-55024.html,duplicate (earlier occurrence)
Boadicea the Victorious,Majestic,unisex,78.0,https://www.fragrantica.com/perfume/Boadicea-the-Victorious/Majestic-7437.html,duplicate (earlier occurrence)
Boadicea the Victorious,Exotic,unisex,83.0,https://www.fragrantica.com/perfume/Boadicea-the-Victorious/Exotic-7443.html,duplicate (earlier occurrence)
Boadicea the Victorious,Glistening,unisex,74.0,https://www.fragrantica.com/perfume/Boadicea-the-Victorious/Glistening-20691.html,duplicate (earlier occurrence)
Boucheron,Boucheron Eau Legere 2006,women,84.0,https://www.fragrantica.com/perfume/Boucheron/Boucheron-Eau-Legere-2006-2806.html,duplicate (earlier occurrence)
Brooks Brothers,Black Fleece,men,85.0,https://www.fragrantica.com/perfume/Brooks-Brothers/Black-Fleece-10077.html,duplicate (earlier occurrence)
Bugatti Fashion,Bugatti Dynamic Move Amber,men,84.0,https://www.fragrantica.com/perfume/Bugatti-Fashion/Bugatti-Dynamic-Move-Amber-81843.html,duplicate (earlier occurrence)
Cafe Parfums,Cafe Cafe Adventure,men,71.0,https://www.fragrantica.com/perfume/Cafe-Parfums/Cafe-Cafe-Adventure-454.html,duplicate (earlier occurrence)
Cafe Parfums,Cafe Cafe Puro,men,78.0,https://www.fragrantica.com/perfume/Cafe-Parfums/Cafe-Cafe-Puro-450.html,duplicate (earlier occurrence)
Chabaud Maison de Parfum,Patchouli 1973,unisex,40.0,https://www.fragrantica.com/perfume/Chabaud-Maison-de-Parfum/Patchouli-1973-73091.html,duplicate (earlier occurrence)
Christian Audigier,Ed Hardy Love Is,men,74.0,https://www.fragrantica.com/perfume/Christian-Audigier/Ed-Hardy-Love-Is-41457.html,duplicate (earlier occurrence)
Christian Audigier,Ed Hardy Skulls Roses Limited Edition,women,68.0,https://www.fragrantica.com/perfume/Christian-Audigier/Ed-Hardy-Skulls-Roses-Limited-Edition-21367.html,duplicate (earlier occurrence)
CJ Scents,Flirt,unisex,93.0,https://www.fragrantica.com/perfume/CJ-Scents/Flirt-57393.html,duplicate (earlier occurrence)
Claude Marsal Parfums,La Chanson,women,60.0,https://www.fragrantica.com/perfume/Claude-Marsal-Parfums/La-Chanson-49839.html,duplicate (earlier occurrence)
Claude Marsal Parfums,La Danse,men,84.0,https://www.fragrantica.com/perfume/Claude-Marsal-Parfums/La-Danse-49849.html,duplicate (earlier occurrence)
Claude Marsal Parfums,La Melodie,men,94.0,https://www.fragrantica.com/perfume/Claude-Marsal-Parfums/La-Melodie-49852.html,duplicate (earlier occurrence)
Claude Marsal Parfums,La Noche,men,55.0,https://www.fragrantica.com/perfume/Claude-Marsal-Parfums/La-Noche-49853.html,duplicate (earlier occurrence)
Claude Marsal Parfums,La Symphonie,women,80.0,https://www.fragrantica.com/perfume/Claude-Marsal-Parfums/La-Symphonie-49843.html,duplicate (earlier occurrence)
Claude Marsal Parfums,Le Batteur,women,96.0,https://www.fragrantica.com/perfume/Claude-Marsal-Parfums/Le-Batteur-49844.html,duplicate (earlier occurrence)
Claude Marsal Parfums,Le Concerto,women,100.0,https://www.fragrantica.com/perfume/Claude-Marsal-Parfums/Le-Concerto-49845.html,duplicate (earlier occurrence)
Claude Marsal Parfums,Le Piano,women,100.0,https://www.fragrantica.com/perfume/Claude-Marsal-Parfums/Le-Piano-49846.html,duplicate (earlier occurrence)
Claude Marsal Parfums,Le Violon,women,80.0,https://www.fragrantica.com/perfume/Claude-Marsal-Parfums/Le-Violon-49847.html,duplicate (earlier occurrence)
Adopt Parfums,Bahia Samba,unisex,93.0,https://www.fragrantica.com/perfume/Adopt-Parfums/Bahia-Samba-93975.html,duplicate (earlier occurrence)
Aeropostale,Aero New York 1987,women,70.0,https://www.fragrantica.com/perfume/Aeropostale/Aero-New-York-1987-40425.html,duplicate (earlier occurrence)
Aeropostale,Endless Wonder Petals,women,83.0,https://www.fragrantica.com/perfume/Aeropostale/Endless-Wonder-Petals-70163.html,duplicate (earlier occurrence)
Aeropostale,Maximum,men,75.0,https://www.fragrantica.com/perfume/Aeropostale/Maximum-61396.html,duplicate (earlier occurrence)
Aeropostale,Prime Platinum,men,81.0,https://www.fragrantica.com/perfume/Aeropostale/Prime-Platinum-61397.html,duplicate (earlier occurrence)
Ajmal,Shadow Amor,women,76.0,https://www.fragrantica.com/perfume/Ajmal/Shadow-Amor-32718.html,duplicate (earlier occurrence)
Ajmal,Shaghaf,unisex,77.0,https://www.fragrantica.com/perfume/Ajmal/Shaghaf-39347.html,duplicate (earlier occurrence)
Ajmal,Evoke Silver Edition,women,78.0,https://www.fragrantica.com/perfume/Ajmal/Evoke-Silver-Edition-50791.html,duplicate (earlier occurrence)
Al Battash Classic,Samurai,men,,https://www.fragrantica.com/perfume/Al-Battash-Classic/Samurai-34217.html,duplicate (earlier occurrence)
Al Shareef Oudh,Ward,unisex,90.0,https://www.fragrantica.com/perfume/Al-Shareef-Oudh/Ward-58443.html,duplicate (earlier occurrence)
ALT Fragrances,Atlantic Breeze,unisex,100.0,https://www.fragrantica.com/perfume/ALT-Fragrances/Atlantic-Breeze-94227.html,duplicate (earlier occurrence)
Andrea Maack,Coven,unisex,85.0,https://www.fragrantica.com/perfume/Andrea-Maack/Coven-23017.html,duplicate (earlier occurrence)
Apple Parfums,Night Flight,men,,https://www.fragrantica.com/perfume/Apple-Parfums/Night-Flight-26843.html,duplicate (earlier occurrence)
Aquaflor Firenze,Empereur,men,82.0,https://www.fragrantica.com/perfume/Aquaflor-Firenze/Empereur-46726.html,duplicate (earlier occurrence)
Ard Al Zaafaran,Thara Al Oud,unisex,84.0,https://www.fragrantica.com/perfume/Ard-Al-Zaafaran/Thara-Al-Oud-82791.html,duplicate (earlier occurrence)
Diesel,Fuel for Life l Eau,women,75.0,https://www.fragrantica.com/perfume/Diesel/Fuel-for-Life-l-Eau-34254.html,duplicate (earlier occurrence)
Diesel,Fuel for Life Summer,women,81.0,https://www.fragrantica.com/perfume/Diesel/Fuel-for-Life-Summer-8471.html,duplicate (earlier occurrence)
Donna Karan,DKNY Be Delicious Sparkling Apple,women,77.0,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Be-Delicious-Sparkling-Apple-15054.html,duplicate (earlier occurrence)
Donna Karan,DKNY Women Limited Edition,women,75.0,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Women-Limited-Edition-6654.html,duplicate (earlier occurrence)
DSH Perfumes,d Anjou,women,77.0,https://www.fragrantica.com/perfume/DSH-Perfumes/d-Anjou-8381.html,duplicate (earlier occurrence)
DSH Perfumes,L eau d Iris,women,79.0,https://www.fragrantica.com/perfume/DSH-Perfumes/L-eau-d-Iris-8389.html,duplicate (earlier occurrence)
